------ 2017-2018 Atlanta Hawks Roster Composition ------
DeAndre' Bembry
John Collins
Dennis Schroder
Tyler Dorsey
Mike Muscala
Taurean Prince
Miles Plumlee
Kent Bazemore
Isaiah Taylor
Damion Lee
Antonius Cleveland
Dewayne Dedmon
Malcolm Delaney
Tyler Cavanaugh
Jaylen Morris
------ 2017-2018 Boston Celtics Roster Composition ------
Jaylen Brown
Semi Ojeleye
Terry Rozier
Guerschon Yabusele
Abdel Nader
Marcus Smart
Jayson Tatum
Kyrie Irving
Marcus Morris
Gordon Hayward
Greg Monroe
Shane Larkin
Al Horford
Daniel Theis
Jonathan Gibson
Aron Baynes
------ 2017-2018 Brooklyn Nets Roster Composition ------
Jarrett Allen
Caris LeVert
Isaiah Whitehead
Rondae Hollis-Jefferson
Nik Stauskas
Jahlil Okafor
Dante Cunningham
DeMarre Carroll
Timofey Mozgov
Allen Crabbe
D'Angelo Russell
Quincy Acy
Jeremy Lin
Joe Harris
Spencer Dinwiddie
------ 2017-2018 Charlotte Hornets Roster Composition ------
Kemba Walker
Frank Kaminsky
Malik Monk
Michael Kidd-Gilchrist
Cody Zeller
Dwayne Bacon
Willy Hernangomez
Nicolas Batum
Jeremy Lamb
Dwight Howard
Michael Carter-Williams
Julyan Stone
Treveon Graham
Marvin Williams
------ 2017-2018 Chicago Bulls Roster Composition ------
Bobby Portis
Paul Zipser
Denzel Valentine
Lauri Markkanen
Cameron Payne
Omer Asik
Zach LaVine
Robin Lopez
Noah Vonleh
Kris Dunn
Jerian Grant
David Nwaba
Sean Kilpatrick
Cristiano Felicio
Justin Holiday
------ 2017-2018 Cleveland Cavaliers Roster Composition ------
Tristan Thompson
Cedi Osman
Jordan Clarkson
George Hill
Ante Zizic
Rodney Hood
Kyle Korver
J.R. Smith
Kevin Love
Larry Nance, Jr.
LeBron James
Okaro White
Jose Calderon
Kendrick Perkins
Jeff Green
------ 2017-2018 Dallas Mavericks Roster Composition ------
Dennis Smith
Dirk Nowitzki
Nerlens Noel
Dwight Powell
Doug McDermott
Dorian Finney-Smith
Salah Mejri
Wesley Matthews
Yogi Ferrell
Seth Curry
Kyle Collinsworth
Maxi Kleber
J.J. Barea
Harrison Barnes
Aaron Harrison
------ 2017-2018 Denver Nuggets Roster Composition ------
Juancho Hernangomez
Malik Beasley
Kenneth Faried
Nikola Jokic
Jamal Murray
Tyler Lydon
Gary Harris
Devin Harris
Mason Plumlee
Trey Lyles
Darrell Arthur
Wilson Chandler
Will Barton
Richard Jefferson
Paul Millsap
------ 2017-2018 Detroit Pistons Roster Composition ------
Luke Kennard
Henry Ellenson
Stanley Johnson
Andre Drummond
Jameer Nelson
Reggie Bullock
Blake Griffin
James Ennis
Reggie Jackson
Jon Leuer
Eric Moreland
Anthony Tolliver
Ish Smith
Dwight Buycks
Langston Galloway
------ 2017-2018 Golden State Warriors Roster Composition ------
Stephen Curry
Klay Thompson
Draymond Green
Kevon Looney
Damian Jones
Jordan Bell
Patrick McCaw
Andre Iguodala
JaVale McGee
Quinn Cook
David West
Zaza Pachulia
Nick Young
Kevin Durant
Shaun Livingston
------ 2017-2018 Houston Rockets Roster Composition ------
Clint Capela
Zhou Qi
Chinanu Onuaku
Chris Paul
Trevor Ariza
James Harden
Tarik Black
Luc Mbah a Moute
P.J. Tucker
Ryan Anderson
Joe Johnson
Nene Hilario
Aaron Jackson
Gerald Green
Eric Gordon
------ 2017-2018 Indiana Pacers Roster Composition ------
Joe Young
T.J. Leaf
Ike Anigbogu
Myles Turner
Domantas Sabonis
Cory Joseph
Thaddeus Young
Victor Oladipo
Bojan Bogdanovic
Lance Stephenson
Trevor Booker
Darren Collison
Alex Poythress
Glenn Robinson
Al Jefferson
------ 2017-2018 Los Angeles Clippers Roster Composition ------
DeAndre Jordan
Jawun Evans
Sindarius Thornwell
Austin Rivers
Lou Williams
Avery Bradley
Tobias Harris
Boban Marjanovic
Patrick Beverley
Sam Dekker
Danilo Gallinari
Montrezl Harrell
C.J. Williams
Wesley Johnson
Milos Teodosic
------ 2017-2018 Los Angeles Lakers Roster Composition ------
Julius Randle
Brandon Ingram
Ivica Zubac
Lonzo Ball
Thomas Bryant
Josh Hart
Kyle Kuzma
Brook Lopez
Tyler Ennis
Isaiah Thomas
Channing Frye
Andre Ingram
Kentavious Caldwell-Pope
Travis Wear
Luol Deng
------ 2017-2018 Memphis Grizzlies Roster Composition ------
Mike Conley
Jarell Martin
Deyonta Davis
